Year,Name,Team,POS,GP,SOLO,AST,TOT,SACK,SKYDS,TFL,PD,INT,INTYDS,INTLNG,ITD,FF,FR,FTD
2022,Kamu Grugier-Hill,ARI/HOU,LB,15,38,10,48,0,0,1,1,0,0,0,0,0,0,0
2022,Mike Ford Jr.ATL,CB,17,7,8,15,0,0,1,0,0,0,0,0,0,0,0
2022,Oren Burks,SF,LB,17,15,23,38,0.5,3,1,1,0,0,0,0,0,0,0
2022,Montravius Adams,PIT,DT,17,12,14,26,0,0,1,1,0,0,0,0,0,0,0
2022,Al-Quadin Muhammad,CHI,LB,16,15,14,29,1,0,1,0,0,0,0,0,1,0,0
2022,Isaac Rochell,LV/CLE,DE,7,11,1,12,0,0,1,0,0,0,0,0,0,0,0
2022,Tarell Basham,DAL/TEN,DE,7,1,4,5,0,0,1,0,0,0,0,0,0,0,0
2022,Eddie Jackson,CHI,S,12,59,21,80,0,0,1,6,4,44,1,0,2,0,0
2022,Jarrad Davis,DET/NYG,LB,4,7,7,14,0.5,1,1,1,0,0,0,0,0,0,0
2022,Eric Wilson,GB,LB,13,9,8,17,1,2,1,0,0,0,0,0,0,0,0
2022,Neville Hewitt,HOU,LB,14,10,4,14,0,0,1,0,0,0,0,0,1,0,0
2022,William Jackson IIIWSH,CB,4,15,1,16,0,0,1,2,0,0,0,0,0,0,0
2022,Tony Brown IIIND,CB,16,2,5,7,1,6,1,0,0,0,0,0,0,0,0
2022,Emmanuel Moseley,SF,CB,5,18,4,22,0,0,1,5,1,41,1,1,0,0,0
2021,T.J. Watt,PIT,LB,15,48,16,64,22.5,112,21,7,0,0,0,0,5,3,0
2021,Nick Bosa,SF,DE,17,40,12,52,15.5,122,21,1,0,0,0,0,4,0,0
2021,Micah Parsons,DAL,DE,16,64,20,84,13,120,20,3,0,0,0,0,3,0,0
2021,Von Miller,LAR/DEN,LB,15,33,17,50,9.5,56,19,1,0,0,0,0,1,0,0
2021,Aaron Donald,LAR,DT,17,38,46,84,12.5,111,19,4,0,0,0,0,4,0,0
2021,Robert Quinn,CHI,DE,16,38,11,49,18.5,134,17,0,0,0,0,0,4,0,0
2021,Myles Garrett,CLE,DE,17,33,18,51,16,92,17,3,0,0,0,0,1,1,1
2021,Cameron Heyward,PIT,DT,17,53,36,89,10,56,15,9,1,0,1,0,1,1,0
2021,Matt Milano,BUF,LB,16,57,29,86,3,27,15,5,0,0,0,0,0,2,0
2021,Alex Highsmith,PIT,LB,16,46,28,74,6,36,15,0,0,0,0,0,1,0,0
2021,Harold Landry IIITEN,LB,17,51,24,75,12,80,14,0,0,0,0,0,1,0,0
2021,Matthew Judon,NE,DE,17,38,22,60,12.5,85,14,1,0,0,0,0,0,1,0
2021,Cameron Jordan,NO,DE,16,38,21,59,12.5,76,13,6,0,0,0,0,2,0,0
2021,Demario Davis,NO,LB,16,70,35,105,3,16,13,7,0,0,0,0,0,0,0
2021,Kamu Grugier-Hill,HOU,LB,14,71,37,108,3,20,13,3,1,82,1,0,2,0,0
2021,Maxx Crosby,LV,DE,17,36,20,56,8,53,13,7,0,0,0,0,0,0,0
2021,Brian Burns,CAR,LB,17,31,19,50,9,78,13,4,0,0,0,0,2,0,0
2021,Chandler Jones,ARI,DE,15,31,10,41,10.5,80,12,4,0,0,0,0,6,1,0
2021,Haason Reddick,CAR,LB,16,37,31,68,11,73,12,0,0,0,0,0,2,1,0
2021,Larry Ogunjobi,CIN,DT,16,29,20,49,7,52,12,0,0,0,0,0,0,0,0
2021,Trey Hendrickson,CIN,LB,16,21,13,34,14,97,12,0,0,0,0,0,3,0,0
2021,Sam Hubbard,CIN,DE,16,33,29,62,7.5,32,12,3,0,0,0,0,1,2,0
2021,Roquan Smith,CHI,LB,17,95,68,163,3,25,12,3,1,53,1,1,0,0,0
2021,Josh Hines-Allen,JAX,DE,16,46,25,71,7.5,70,12,4,1,11,1,0,1,1,0
2021,Jeffery Simmons,TEN,DT,17,42,12,54,8.5,65,12,6,0,0,0,0,0,0,0
2021,Jadeveon Clowney,CLE,DE,14,24,13,37,9,84,11,2,0,0,0,0,2,0,0
2021,Nick Bolton,KC,LB,16,70,42,112,0,0,11,3,0,0,0,0,0,1,1
2021,Denico Autry,TEN,DE,17,25,6,31,9,61,10,6,0,0,0,0,0,0,0
2021,DeForest Buckner,IND,DT,17,40,28,68,7,56,10,3,0,0,0,0,0,0,0
2021,Markus Golden,ARI,LB,16,33,15,48,11,50,10,1,0,0,0,0,4,2,0
2021,Charles Harris,DET,DE,17,34,31,65,7.5,70,10,0,0,0,0,0,2,0,0
2021,Jonathan Allen,WSH,DT,17,31,31,62,9,56,10,0,0,0,0,0,0,0,0
2021,Christian Wilkins,MIA,DT,17,49,40,89,4.5,31,10,4,0,0,0,0,1,1,0
2021,D.J. Jones,SF,DT,17,40,16,56,2,20,10,1,0,0,0,0,2,0,0
2021,Ed Oliver,BUF,DT,17,29,12,41,4,28,10,3,0,0,0,0,1,0,0
2021,Jordyn Brooks,SEA,LB,17,109,75,184,1,7,10,5,0,0,0,0,0,1,0
2021,Patrick Queen,BAL,LB,17,68,30,98,2,19,10,1,0,0,0,0,1,1,0
2021,Shaquil Barrett,TB,LB,15,37,14,51,10,59,9,4,1,3,1,0,3,2,0
2021,Preston Smith,GB,LB,16,25,13,38,9,65,9,2,0,0,0,0,2,1,0
2021,Emmanuel Ogbah,MIA,DE,17,26,15,41,9,64,9,12,0,0,0,0,1,1,0
2021,Shaq Thompson,CAR,LB,14,65,39,104,2,18,9,5,2,39,1,0,0,0,0
2021,Javon Hargrave,PHI,DT,16,27,36,63,7.5,55,9,1,0,0,0,0,1,0,0
2021,Maliek Collins,HOU,DT,15,18,11,29,2.5,22,9,1,1,0,1,0,0,1,0
2021,Jayron Kearse,DAL,S,16,67,34,101,1,2,9,10,2,34,1,0,0,1,0
2021,Jalen Ramsey,LAR,CB,16,62,15,77,0,0,9,16,4,41,1,0,1,1,0
2021,Quincy Williams,NYJ,LB,16,73,37,110,2,19,9,5,0,0,0,0,3,0,0
2021,Marcus Davenport,NO,DE,11,23,16,39,9,62,9,0,0,0,0,0,3,1,0
2021,Andrew Van Ginkel,MIA,LB,17,50,21,71,4,33,9,7,0,0,0,0,1,0,0
2021,Jerome Baker,MIA,LB,16,62,30,92,5.5,52,9,4,1,0,1,0,1,0,0
2021,Dre'Mont Jones,DEN,DE,16,18,13,31,5.5,38,9,2,0,0,0,0,1,1,0
2021,Jonathan Greenard,HOU,LB,13,23,10,33,8,50,9,4,0,0,0,0,2,0,0
2021,Azeez Al-Shaair,SF,LB,13,58,44,102,2,8,9,5,1,24,1,0,1,2,0
2021,Jaelan Phillips,MIA,LB,17,23,19,42,8.5,72,9,1,0,0,0,0,0,1,0
2021,Carlos Dunlap,SEA,DE,17,24,11,35,8.5,65,8,7,0,0,0,0,1,0,0
2021,Mario Addison,BUF,DE,17,20,9,29,7,44,8,0,0,0,0,0,2,0,0
2021,Jordan Poyer,BUF,S,16,66,27,93,3,26,8,9,5,87,1,0,0,0,0
2021,Eric Kendricks,MIN,LB,15,81,62,143,5,36,8,4,2,22,1,0,0,1,0
2021,Deion Jones,ATL,LB,16,87,50,137,2,17,8,6,0,0,0,0,1,0,0
2021,Mike Hilton,CIN,CB,17,48,18,66,0,0,8,5,2,59,1,1,1,0,0
2021,Tyus Bowser,BAL,LB,17,33,26,59,7,56,8,4,0,0,0,0,2,0,0
2021,Chris Jones,KC,DT,14,18,9,27,9,66,8,5,0,0,0,0,1,1,0
2021,Yannick Ngakoue,LV,DE,17,17,11,28,10,50,8,3,0,0,0,0,2,0,0
2021,Uchenna Nwosu,LAC,LB,17,24,16,40,5,36,8,4,1,2,1,0,2,1,0
2021,Terrell Edmunds,PIT,S,17,63,26,89,1,13,8,6,2,15,1,0,0,0,0
2021,Frankie Luvu,CAR,LB,16,26,17,43,1.5,10,8,1,0,0,0,0,1,3,0
2021,Devin White,TB,LB,17,87,41,128,3.5,23,8,3,0,0,0,0,0,0,0
2021,Derrick Brown,CAR,DT,16,27,14,41,3,28,8,4,0,0,0,0,0,0,0
2021,Rashan Gary,GB,LB,16,27,20,47,9.5,71,8,0,0,0,0,0,2,1,0
2021,Greg Rousseau,BUF,LB,17,42,8,50,4,12,8,4,1,3,1,0,1,0,0
2021,Azeez Ojulari,NYG,LB,17,29,20,49,8,53,8,2,0,0,0,0,1,0,0
2021,Ndamukong Suh,TB,DT,17,15,12,27,6,38,7,0,0,0,0,0,0,1,0
2021,Fletcher Cox,PHI,DT,16,25,10,35,3.5,27,7,0,0,0,0,0,2,1,0
2021,William Gholston,TB,DE,17,21,15,36,4.5,34,7,0,0,0,0,0,0,0,0
2021,Devon Kennard,ARI,LB,15,15,9,24,0,0,7,2,0,0,0,0,0,1,0
2021,Shelby Harris,DEN,DT,16,24,25,49,6,44,7,2,0,0,0,0,1,0,0
2021,Jordan Hicks,ARI,LB,17,75,41,116,4,38,7,5,0,0,0,0,1,2,0
2021,Troy Hill,CLE,CB,12,34,15,49,2,13,7,1,0,0,0,0,0,0,0
2021,Arik Armstead,SF,DT,17,29,34,63,6,43,7,0,0,0,0,0,0,0,0
2021,Kwon Alexander,NO,LB,12,39,11,50,3.5,20,7,2,1,0,1,0,1,1,0
2021,Landon Collins,WSH,S,13,51,30,81,3,7,7,2,2,3,1,0,1,2,0
2021,Dawuane Smoot,JAX,DE,16,22,14,36,6,49,7,3,0,0,0,0,1,0,0
2021,Leonard Floyd,LAR,DE,17,37,33,70,9.5,69,7,3,1,11,1,0,1,1,0
2021,Zach Cunningham,HOU/TEN,LB,14,51,42,93,0,0,7,3,0,0,0,0,1,0,0
2021,Al-Quadin Muhammad,IND,LB,17,32,16,48,6,51,7,0,0,0,0,0,1,0,0
2021,Derek Barnett,PHI,DE,16,20,26,46,2,27,7,0,0,0,0,0,0,0,0
2021,Malik McDowell,CLE,DT,15,19,14,33,3,22,7,1,0,0,0,0,0,1,0
2021,Fred Warner,SF,LB,16,79,58,137,0.5,5,7,4,0,0,0,0,1,3,0
2021,Derwin James Jr.LAC,S,15,75,43,118,2,13,7,5,2,20,1,0,3,0,0
2021,Josh Sweat,PHI,LB,16,19,26,45,7.5,53,7,4,0,0,0,0,1,0,0
2021,Anthony Nelson,TB,LB,17,13,9,22,5,45,7,1,0,0,0,0,0,1,0
2021,Darrell Taylor,SEA,DE,16,28,9,37,6.5,40,7,1,0,0,0,0,1,0,0
2021,Trevis Gipson,CHI,LB,16,23,16,39,7,54,7,2,0,0,0,0,5,1,0
2021,Tremaine Edmunds,BUF,LB,15,70,38,108,0,0,7,4,1,4,1,0,0,0,0
2021,Nnamdi Madubuike,BAL,DT,15,23,13,36,2,15,7,2,0,0,0,0,0,0,0
2021,DJ Wonnum,MIN,LB,17,29,18,47,8,77,7,4,0,0,0,0,1,0,0
2021,Kyzir White,LAC,LB,17,90,54,144,1,1,7,3,2,22,1,0,2,0,0
2021,L'Jarius Sneed,KC,CB,15,57,19,76,1,21,7,8,2,2,1,0,1,1,0
2021,Quinnen Williams,NYJ,DT,16,36,17,53,6,50,7,3,0,0,0,0,0,0,0
2021,Justin Houston,BAL,LB,15,19,15,34,4.5,23,6,1,0,0,0,0,1,1,0
2021,Josh Bynes,BAL,LB,14,50,26,76,2,1,6,4,0,0,0,0,0,0,0
2021,Sheldon Richardson,MIN,DT,17,24,15,39,2.5,15,6,4,0,0,0,0,1,1,0
2021,Khalil Mack,CHI,LB,7,15,4,19,6,50,6,0,0,0,0,0,0,1,0
2021,Christian Kirksey,HOU,LB,13,55,38,93,0,0,6,8,1,1,1,0,0,2,0
2021,Adam Gotsis,JAX,DT,16,20,7,27,3,17,6,0,0,0,0,0,0,0,0
2021,Stephen Weatherly,MIN/DEN,DE,15,14,9,23,2.5,23,6,0,0,0,0,0,0,0,0
2021,Danielle Hunter,MIN,DE,7,23,15,38,6,40,6,0,0,0,0,0,0,0,0
2021,Chris Wormley,PIT,DT,15,29,22,51,7,56,6,3,0,0,0,0,1,0,0
2021,Austin Johnson,NYG,DT,17,31,41,72,3.5,24,6,1,0,0,0,0,0,1,0
2021,Dante Fowler Jr.ATL,DE,14,21,15,36,4.5,39,6,1,0,0,0,0,3,0,0
2021,Elandon Roberts,MIA,LB,17,42,41,83,1,7,6,4,1,85,1,1,2,0,0
2021,De'Vondre Campbell,GB,LB,16,102,44,146,2,8,6,5,2,15,1,0,2,1,0
2021,Zach Sieler,MIA,DT,17,33,29,62,2,18,6,3,0,0,0,0,1,2,0
2021,Troy Reeder,LAR,LB,17,48,43,91,2,9,6,6,2,2,1,0,0,0,0
2021,Kentavius Street,SF,DT,17,15,12,27,3,17,6,0,0,0,0,0,1,0,0
2021,B.J. Hill,CIN,DT,16,29,21,50,5.5,43,6,0,0,0,0,0,0,0,0
2021,John Franklin-Myers,NYJ,DE,16,17,18,35,6,44,6,1,1,32,1,0,1,0,0
2021,Kenny Clark,GB,DT,16,27,21,48,4,46,6,0,0,0,0,0,0,1,0
2021,Poona Ford,SEA,DT,17,23,30,53,2,17,6,1,0,0,0,0,0,0,0
2021,Budda Baker,ARI,S,17,63,35,98,2,5,6,7,3,101,1,0,0,1,0
2021,Lorenzo Carter,NYG,LB,14,28,22,50,5,16,6,5,1,1,1,0,2,1,0
2021,Kenny Young,LAR/DEN,LB,13,41,34,75,2,11,6,1,0,0,0,0,2,1,0
2021,Jerry Tillery,LAC,DT,16,24,27,51,4.5,38,6,0,0,0,0,0,0,0,0
2021,Rasheem Green,SEA,DE,17,27,21,48,6.5,47,6,4,0,0,0,0,0,0,0
2021,Daron Payne,WSH,DT,17,35,26,61,4.5,23,6,0,0,0,0,0,0,1,0
2021,Osa Odighizuwa,DAL,DT,16,21,15,36,2,20,6,0,0,0,0,0,0,0,0
2021,Brandon Jones,MIA,S,15,48,31,79,5,39,6,1,1,8,1,0,1,2,0
2021,Jeremy Chinn,CAR,S,16,75,32,107,1,7,6,5,1,0,1,0,1,1,0
2021,Julian Okwara,DET,DE,13,18,9,27,5,28,6,2,1,9,1,0,1,1,0
2021,Kenny Moore IIIND,CB,17,82,20,102,1,1,6,13,4,78,1,0,1,0,0
2021,Milton Williams,PHI,DE,17,15,15,30,2,14,6,2,0,0,0,0,0,0,0
2021,Calais Campbell,BAL,DT,15,29,20,49,1.5,4,5,1,0,0,0,0,0,1,0
2021,J.J. Watt,ARI,DE,7,10,6,16,1,1,5,2,0,0,0,0,1,0,0
2021,Whitney Mercilus,HOU/GB,LB,10,9,8,17,4,32,5,0,0,0,0,0,0,0,0
2021,Akiem Hicks,CHI,DE,9,19,6,25,3.5,27,5,0,0,0,0,0,0,0,0
2021,Lavonte David,TB,LB,12,63,34,97,2,1,5,3,0,0,0,0,2,1,0
2021,Alec Ogletree,CHI,LB,16,55,32,87,0,0,5,4,0,0,0,0,1,0,0
2021,Darius Slay,PHI,CB,16,40,12,52,0,0,5,9,3,76,1,1,0,2,2
2021,Kyle Van Noy,NE,LB,16,42,24,66,5,37,5,10,1,35,1,1,2,1,0
2021,DeMarcus Lawrence,DAL,DE,7,16,5,21,3,24,5,5,1,40,1,1,2,0,0
2021,K'Waun Williams,SF,CB,14,40,12,52,1,14,5,4,1,4,1,0,1,0,0
2021,Jaquiski Tartt,SF,S,14,42,24,66,0,0,5,1,0,0,0,0,0,0,0
2021,Quinton Jefferson,LV,DT,17,17,30,47,4.5,32,5,1,0,0,0,0,2,0,0
2021,Denzel Perryman,LV,LB,15,102,52,154,0,0,5,3,0,0,0,0,1,2,0
2021,Sheldon Rankins,NYJ,DT,16,15,17,32,3,15,5,0,0,0,0,0,0,2,0
2021,Leonard Williams,NYG,DT,17,34,47,81,6.5,39,5,2,0,0,0,0,2,1,0
2021,Dean Lowry,GB,DT,17,24,18,42,5,42,5,4,0,0,0,0,0,1,0
2021,Shaq Lawson,NYJ,DE,14,15,8,23,1,7,5,2,1,1,1,0,0,1,0
2021,Carlos Watkins,DAL,DE,15,17,15,32,1,8,5,1,1,29,1,1,0,1,0
2021,Darius Philon,LV,DT,11,19,8,27,2,10,5,2,0,0,0,0,0,2,0
2021,Damien Wilson,JAX,LB,17,59,47,106,3,28,5,5,1,1,1,0,1,0,0
2021,Folorunso Fatukasi,NYJ,DT,15,25,21,46,0,0,5,0,0,0,0,0,0,0,0
2021,Samson Ebukam,SF,DE,17,21,17,38,4.5,42,5,1,0,0,0,0,1,0,0
2021,Kemoko Turay,IND,LB,13,6,3,9,5.5,38,5,0,0,0,0,0,0,1,0
2021,Vonn Bell,CIN,S,16,64,33,97,0.5,6,5,8,1,15,1,0,3,1,0
2021,Joey Bosa,LAC,DE,16,36,15,51,10.5,70,5,0,0,0,0,0,7,0,0
2021,Ja'Whaun Bentley,NE,LB,16,68,41,109,1,0,5,2,0,0,0,0,3,0,0
2021,Germaine Pratt,CIN,LB,15,57,34,91,0.5,4,5,2,1,4,1,0,2,2,0
2021,Justin Jones,LAC,DT,11,19,18,37,3,9,5,1,0,0,0,0,0,2,0
2021,Bilal Nichols,CHI,DT,17,26,25,51,3,22,5,1,0,0,0,0,0,2,0
2021,T.J. Edwards,PHI,LB,16,64,66,130,1,3,5,5,1,1,1,0,0,1,0
2021,Avonte Maddox,PHI,CB,16,53,20,73,0.5,4,5,9,1,-1,1,0,2,0,0
2021,Drue Tranquill,LAC,LB,14,45,31,76,1.5,14,5,1,0,0,0,0,0,1,0
2021,Vita Vea,TB,DT,16,22,11,33,4,32,5,3,0,0,0,0,0,1,0
2021,Jacob Martin,HOU,DE,17,11,12,23,4,25,5,3,0,0,0,0,2,0,0
2021,Sione Takitaki,CLE,LB,15,21,23,44,0,0,5,0,0,0,0,0,1,1,0
2021,Austin Bryant,DET,DE,14,21,10,31,4.5,31,5,0,0,0,0,0,0,0,0
2021,Johnathan Abram,LV,S,14,64,52,116,0,0,5,4,1,6,1,0,0,1,0
2021,Arden Key,SF,DE,17,11,11,22,6.5,52,5,1,0,0,0,0,0,0,0
2021,Jordan Whitehead,TB,S,14,58,15,73,0,0,5,8,2,24,1,0,1,0,0
2021,Zach Allen,ARI,DE,15,30,18,48,4,16,5,4,1,25,1,0,0,3,1
2021,Arthur Maulet,PIT,CB,16,38,9,47,0,0,5,1,0,0,0,0,1,0,0
2021,Carl Granderson,NO,DE,15,11,14,25,3,29,5,0,0,0,0,0,0,0,0
2021,Logan Wilson,CIN,LB,13,57,43,100,1,2,5,4,4,31,1,0,1,0,0
2021,Dexter Lawrence IINYG,DT,16,27,27,54,2.5,14,5,2,0,0,0,0,1,0,0
2021,Roy Lopez,HOU,DT,16,20,11,31,1,2,5,0,0,0,0,0,0,1,0
2021,Quincy Roche,NYG,LB,14,23,15,38,2.5,22,5,0,0,0,0,0,1,0,0
2021,Adetokunbo Ogundeji,ATL,LB,16,18,15,33,1,9,5,1,0,0,0,0,0,1,0
2021,Joe Tryon-Shoyinka,TB,LB,17,21,8,29,4,17,5,3,0,0,0,0,0,0,0
2021,Alton Robinson,SEA,LB,16,13,9,22,1,12,5,1,0,0,0,0,1,0,0
2021,Yetur Gross-Matos,CAR,DE,14,18,10,28,3.5,21,5,1,0,0,0,0,1,0,0
2021,Odafe Oweh,BAL,LB,15,23,10,33,5,25,5,1,0,0,0,0,3,2,0
2021,Kyle Dugger,NE,S,15,70,22,92,0,0,5,5,4,100,1,0,0,1,0
2021,Everson Griffen,MIN,DE,9,10,5,15,5,42,4,0,0,0,0,0,1,0,0
2021,Al Woods,SEA,DT,16,26,24,50,1.5,13,4,3,0,0,0,0,0,0,0
2021,Melvin Ingram,PIT/KC,LB,15,12,13,25,2,15,4,1,0,0,0,0,1,0,0
2021,Michael Brockers,DET,DE,16,23,29,52,1,10,4,0,0,0,0,0,0,0,0
2021,Star Lotulelei,BUF,DT,12,11,6,17,3,13,4,0,0,0,0,0,0,0,0
2021,Jamie Collins Sr.NE/DET,LB,12,18,12,30,1,8,4,3,1,1,1,0,0,1,0
2021,Brandon Williams,BAL,DT,13,15,20,35,0,0,4,3,0,0,0,0,0,1,0
2021,Micah Hyde,BUF,S,17,53,21,74,1,6,4,10,5,59,1,1,1,2,0
2021,A.J. Klein,BUF,LB,15,29,6,35,0,0,4,5,1,12,1,0,0,1,0
2021,Brandon Copeland,ATL,LB,16,23,16,39,0,0,4,2,0,0,0,0,0,0,0
2021,Anthony Hitchens,KC,LB,15,41,39,80,0,0,4,2,1,0,1,0,0,0,0
2021,Nick Williams,DET,DT,17,14,13,27,0.5,4,4,1,0,0,0,0,0,0,0
2021,Ronald Blair,NYJ,DE,8,12,16,28,1,6,4,0,0,0,0,0,0,1,0
2021,Kyler Fackrell,LAC,LB,13,11,6,17,3,17,4,1,0,0,0,0,1,1,0
2021,Roy Robertson-Harris,JAX,DT,14,21,16,37,3,23,4,2,0,0,0,0,0,0,0
2021,Frank Clark,KC,LB,14,15,7,22,4.5,24,4,0,0,0,0,0,2,0,0
2021,Alex Singleton,PHI,LB,16,81,56,137,0,0,4,4,1,29,1,1,1,0,0
2021,Justin Simmons,DEN,S,17,60,20,80,1.5,13,4,12,5,76,1,0,0,0,0
2021,Malcom Brown,JAX,DT,17,30,27,57,2,6,4,1,0,0,0,0,0,0,0
2021,Nick Vigil,MIN,LB,16,45,40,85,1,12,4,1,1,38,1,1,0,0,0
2021,Tavon Young,BAL,CB,17,30,5,35,2,20,4,3,1,0,1,0,0,0,0
2021,Jordan Jenkins,HOU,DE,11,9,11,20,2.5,24,4,0,0,0,0,0,0,0,0
2021,Deatrich Wise Jr.NE,DE,16,28,13,41,3,23,4,4,0,0,0,0,1,0,0
2021,Marcus Maye,NYJ,S,6,30,16,46,1,10,4,2,0,0,0,0,0,0,0
2021,Randy Gregory,DAL,LB,12,15,4,19,6,40,4,1,1,12,1,0,3,1,0
2021,Cameron Sutton,PIT,CB,16,44,8,52,0,0,4,6,2,4,1,0,1,0,0
2021,Jalen Reeves-Maybin,DET,LB,15,53,29,82,0,0,4,4,0,0,0,0,2,1,0
2021,DeMarcus Walker,HOU,DE,13,21,10,31,2,17,4,1,0,0,0,0,1,0,0
2021,Foyesade Oluokun,ATL,LB,17,102,90,192,2,14,4,6,3,80,1,0,1,0,0
2021,Chidobe Awuzie,CIN,CB,14,53,11,64,0,0,4,14,2,42,1,0,0,0,0
2021,Eddie Jackson,CHI,S,14,54,22,76,0,0,4,2,0,0,0,0,1,0,0
2021,Keanu Neal,DAL,S,14,44,28,72,1,1,4,0,0,0,0,0,0,0,0
2021,Shaquille Leonard,IND,LB,16,75,47,122,0,0,4,8,4,12,1,0,8,2,0
2021,Taven Bryan,JAX,DT,15,10,5,15,2,16,4,0,0,0,0,0,0,0,0
2021,Jamal Adams,SEA,LB,12,56,31,87,0,0,4,5,2,0,1,0,0,0,0
2021,Harrison Phillips,BUF,DT,14,28,23,51,1,5,4,1,0,0,0,0,0,1,0
2021,Taron Johnson,BUF,CB,16,53,23,76,3,24,4,7,1,4,1,0,1,0,0
2021,Genard Avery,PHI,DE,16,21,22,43,1,13,4,0,0,0,0,0,0,0,0
2021,Taylor Stallworth,IND,DT,16,11,5,16,3,18,4,1,0,0,0,0,0,0,0
2021,Greg Gaines,LAR,DT,17,28,27,55,4.5,22,4,0,0,0,0,0,0,0,0
2021,Leighton Vander Esch,DAL,LB,17,48,29,77,1,7,4,2,1,7,1,0,0,0,0
2021,James Smith-Williams,WSH,DE,14,11,19,30,2.5,13,4,1,0,0,0,0,0,0,0
2021,Ronnie Harrison Jr.CLE,LB,12,40,18,58,1,8,4,3,1,0,1,0,0,0,0
2021,Jonas Griffith,DEN,LB,13,22,24,46,0,0,4,0,0,0,0,0,0,1,0
2021,David Long Jr.TEN,LB,10,46,29,75,0,0,4,6,2,6,1,0,0,0,0
2021,Tim Settle,WSH,DT,16,7,6,13,0,0,4,0,0,0,0,0,0,1,0
2021,Antoine Winfield Jr.TB,S,13,62,26,88,2,8,4,6,2,30,1,0,2,3,0
2021,C.J. Gardner-Johnson,NO,S,12,32,14,46,2,14,4,7,3,45,1,0,0,0,0
2021,Isaiah Simmons,ARI,LB,17,70,35,105,1.5,6,4,7,1,0,1,0,4,0,0
2021,Krys Barnes,GB,LB,16,58,23,81,1,8,4,4,0,0,0,0,0,2,0
2021,Boogie Basham,BUF,LB,8,11,7,18,2.5,24,4,0,0,0,0,0,0,0,0
2021,Bryce Hall,NYJ,CB,17,66,13,79,0.5,4,4,16,0,0,0,0,0,0,0
2021,Jonathon Cooper,DEN,LB,16,22,16,38,2.5,22,4,0,0,0,0,0,0,1,0
2021,Terrell Lewis,LAR,LB,11,15,7,22,3,24,4,1,0,0,0,0,1,0,0
2021,Naquan Jones,TEN,DT,13,18,11,29,2.5,17,4,2,0,0,0,0,0,0,0
2021,Michael Carter IINYJ,CB,15,45,27,72,1,5,4,5,0,0,0,0,0,2,0
2021,Pete Werner,NO,LB,15,36,26,62,0,0,4,0,0,0,0,0,0,0,0
2021,Paulson Adebo,NO,CB,17,55,11,66,0,0,4,8,3,50,1,0,0,0,0
2021,Derrick Barnes,DET,LB,17,42,25,67,2,0,4,2,0,0,0,0,0,0,0
2021,Malcolm Jenkins,NO,S,16,53,26,79,1,8,3,5,1,34,1,1,1,0,0
2021,Jason Pierre-Paul,TB,LB,12,20,11,31,2.5,6,3,4,0,0,0,0,1,0,0
2021,Linval Joseph,LAC,DT,14,30,27,57,1,10,3,0,0,0,0,0,0,0,0
2021,Corey Peters,ARI,DT,14,10,14,24,0,0,3,1,0,0,0,0,0,1,0
2021,Malcolm Smith,CLE,LB,15,32,19,51,0,0,3,5,2,1,1,0,0,0,0
2021,Harrison Smith,MIN,S,16,83,31,114,3,22,3,7,1,10,1,0,1,0,0
2021,Casey Hayward,LV,CB,17,39,7,46,0,0,3,9,1,0,1,0,0,0,0
2021,Bobby Wagner,SEA,LB,16,93,77,170,1,7,3,5,1,3,1,0,1,0,0
2021,Josh Norman,SF,CB,15,36,13,49,0,0,3,5,1,40,1,0,7,0,0
2021,Margus Hunt,CHI,DT,10,6,8,14,0,0,3,0,0,0,0,0,0,0,0
2021,Benson Mayowa,SEA,LB,15,15,15,30,1,10,3,0,0,0,0,0,0,0,0
2021,Anthony Barr,MIN,LB,11,38,34,72,2.5,17,3,5,3,11,1,0,0,2,0
2021,Kyle Fuller,DEN,CB,16,40,11,51,0,0,3,4,0,0,0,0,0,0,0
2021,Bradley Roby,NO,CB,14,19,4,23,1,7,3,5,1,2,1,0,0,0,0
2021,Kerry Hyder Jr.SEA,DE,15,20,13,33,1.5,15,3,0,0,0,0,0,0,2,0
2021,Daniel Sorensen,KC,S,17,40,11,51,1,9,3,8,2,75,1,1,0,0,0
2021,Adrian Phillips,NE,S,17,56,36,92,0,0,3,9,4,39,1,1,1,0,0
2021,Bryce Callahan,DEN,CB,11,25,4,29,1,1,3,4,0,0,0,0,0,0,0
2021,Tyeler Davison,ATL,DT,12,10,20,30,0,0,3,0,0,0,0,0,0,0,0
2021,Angelo Blackson,CHI,DE,17,24,19,43,2.5,20,3,2,1,6,1,0,0,0,0
2021,Rakeem Nunez-Roches,TB,DT,16,5,12,17,0,0,3,0,0,0,0,0,1,0,0
2021,Grady Jarrett,ATL,DE,17,38,21,59,1,11,3,1,0,0,0,0,0,1,0
2021,Jordan Phillips,ARI,DT,9,14,8,22,3,20,3,2,0,0,0,0,0,0,0
2021,Christian Covington,LAC,DT,16,30,22,52,1,6,3,0,0,0,0,0,1,0,0
2021,Carl Nassib,LV,LB,13,16,5,21,1.5,13,3,0,0,0,0,0,1,0,0
2021,Fabian Moreau,ATL,CB,16,44,17,61,0,0,3,11,0,0,0,0,0,1,0
2021,Kevon Seymour,BAL,CB,9,17,8,25,1,9,3,1,0,0,0,0,0,0,0
